,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,LimitOffset,RTH,TIF,,
FAII,DU3053535,9771,,87,1.79769313486232E+308,TRAIL LIMIT,SELL,0.8,0,10.69,,-5.34,True,GTC,,
F,DU3053535,9772,,105,1.79769313486232E+308,LMT,BUY,0,9.68,10.68,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 9599491≥+9.49, 9599491≥+11450509,margin ≥+20
EXTR,DU3053535,9777,,135,1.79769313486232E+308,TRAIL LIMIT,SELL,0.61,0,6.79,,-3.39,True,GTC,,
EXPC,DU3053535,9778,,86,1.79769313486232E+308,LMT,BUY,0,11.84,12.84,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 390057781≥+11.61, 390057781≥+1062855,margin ≥+20
EXTR,DU3053535,9775,,135,1.79769313486232E+308,LMT,BUY,0,7.55,8.55,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269087≥+7.4, 269087≥+602436,margin ≥+20
EXTR,DU3053535,9776,,135,1.79769313486232E+308,LMT,SELL,0,9.24,10.24,,1.79769313486232E+308,True,GTC,,
FMBI,DU3053535,9733,,60,1.79769313486232E+308,LMT,BUY,0,16.9,17.9,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269370≥+16.56, 269370≥+671145,margin ≥+20
FMBI,DU3053535,9734,,60,1.79769313486232E+308,LMT,SELL,0,19.67,20.67,,1.79769313486232E+308,True,GTC,,
FLXN,DU3053535,9737,,77,1.79769313486232E+308,LMT,SELL,0,16.41,17.41,,1.79769313486232E+308,True,GTC,,
FLXN,DU3053535,9738,,77,1.79769313486232E+308,TRAIL LIMIT,SELL,1.2,0,11.63,,-5.81,True,GTC,,
FMBI,DU3053535,9735,,60,1.79769313486232E+308,TRAIL LIMIT,SELL,1.04,0,15.53,,-7.77,True,GTC,,
FLXN,DU3053535,9736,,77,1.79769313486232E+308,LMT,BUY,0,13.08,14.08,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 144017168≥+12.83, 144017168≥+150636,margin ≥+20
FOE,DU3053535,9727,,65,1.79769313486232E+308,LMT,BUY,0,15.49,16.49,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 7290≥+15.19, 7290≥+352582,margin ≥+20
FOE,DU3053535,9728,,65,1.79769313486232E+308,LMT,SELL,0,17.97,18.97,,1.79769313486232E+308,True,GTC,,
FPI,DU3053535,9725,,109,1.79769313486232E+308,LMT,SELL,0,10.87,11.87,,1.79769313486232E+308,True,GTC,,
FPI,DU3053535,9726,,109,1.79769313486232E+308,TRAIL LIMIT,SELL,0.58,0,8.56,,-4.28,True,GTC,,
FNB,DU3053535,9731,,97,1.79769313486232E+308,LMT,SELL,0,12.74,13.74,,1.79769313486232E+308,True,GTC,,
FNB,DU3053535,9732,,97,1.79769313486232E+308,TRAIL LIMIT,SELL,0.82,0,9.45,,-4.72,True,GTC,,
FOE,DU3053535,9729,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,0.93,0,14.26,,-7.13,True,GTC,,
FNB,DU3053535,9730,,97,1.79769313486232E+308,LMT,BUY,0,10.48,11.48,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269135≥+10.27, 269135≥+855636,margin ≥+20
FFIC,DU3053535,9749,,57,1.79769313486232E+308,LMT,SELL,0,21.21,22.21,,1.79769313486232E+308,True,GTC,,
FFIC,DU3053535,9750,,57,1.79769313486232E+308,TRAIL LIMIT,SELL,1.23,0,16.3,,-8.15,True,GTC,,
FHN,DU3053535,9747,,74,1.79769313486232E+308,TRAIL LIMIT,SELL,0.83,0,12.66,,-6.33,True,GTC,,
FFIC,DU3053535,9748,,57,1.79769313486232E+308,LMT,BUY,0,17.88,18.88,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3655544≥+17.53, 3655544≥+165236,margin ≥+20
FFBC,DU3053535,9753,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.06,0,17.28,,-8.64,True,GTC,,
FF,DU3053535,9754,,76,1.79769313486232E+308,LMT,BUY,0,13.27,14.27,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 52298132≥+13.01, 52298132≥+126545,margin ≥+20
FFBC,DU3053535,9751,,54,1.79769313486232E+308,LMT,BUY,0,18.71,19.71,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3655529≥+18.35, 3655529≥+310109,margin ≥+20
FFBC,DU3053535,9752,,54,1.79769313486232E+308,LMT,SELL,0,21.54,22.54,,1.79769313486232E+308,True,GTC,,
FLEX,DU3053535,9741,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.25,0,17.59,,-8.8,True,GTC,,
FIT,DU3053535,9742,,137,1.79769313486232E+308,LMT,BUY,0,7.44,8.44,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 197066570≥+7.29, 197066570≥+2183109,margin ≥+20
FLEX,DU3053535,9739,,53,1.79769313486232E+308,LMT,BUY,0,19.22,20.22,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4596077≥+18.84, 4596077≥+613255,margin ≥+20
FLEX,DU3053535,9740,,53,1.79769313486232E+308,LMT,SELL,0,22.59,23.59,,1.79769313486232E+308,True,GTC,,
FHN,DU3053535,9745,,74,1.79769313486232E+308,LMT,BUY,0,13.77,14.77,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269555≥+13.5, 269555≥+1660945,margin ≥+20
FHN,DU3053535,9746,,74,1.79769313486232E+308,LMT,SELL,0,16,17,,1.79769313486232E+308,True,GTC,,
FIT,DU3053535,9743,,137,1.79769313486232E+308,LMT,SELL,0,8.09,9.09,,1.79769313486232E+308,True,GTC,,
FIT,DU3053535,9744,,137,1.79769313486232E+308,TRAIL LIMIT,SELL,0.27,0,7.02,,-3.51,True,GTC,,
GAIN,DU3053535,9700,,92,1.79769313486232E+308,LMT,BUY,0,11.01,12.01,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 35052919≥+10.79, 35052919≥+32236,margin ≥+20
GAIN,DU3053535,9701,,92,1.79769313486232E+308,LMT,SELL,0,12.4,13.4,,1.79769313486232E+308,True,GTC,,
GBDC,DU3053535,9698,,69,1.79769313486232E+308,LMT,SELL,0,16,17,,1.79769313486232E+308,True,GTC,,
GBDC,DU3053535,9699,,69,1.79769313486232E+308,TRAIL LIMIT,SELL,0.53,0,13.87,,-6.94,True,GTC,,
FULT,DU3053535,9704,,72,1.79769313486232E+308,LMT,SELL,0,16.52,17.52,,1.79769313486232E+308,True,GTC,,
FULT,DU3053535,9705,,72,1.79769313486232E+308,TRAIL LIMIT,SELL,0.9,0,12.94,,-6.47,True,GTC,,
GAIN,DU3053535,9702,,92,1.79769313486232E+308,TRAIL LIMIT,SELL,0.53,0,10.26,,-5.13,True,GTC,,
FULT,DU3053535,9703,,72,1.79769313486232E+308,LMT,BUY,0,14.11,15.11,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269581≥+13.83, 269581≥+385273,margin ≥+20
GE,DU3053535,9692,,85,1.79769313486232E+308,LMT,SELL,0,14.11,15.11,,1.79769313486232E+308,True,GTC,,
GE,DU3053535,9693,,85,1.79769313486232E+308,TRAIL LIMIT,SELL,0.82,0,10.83,,-5.42,True,GTC,,
GEO,DU3053535,9690,,100,1.79769313486232E+308,TRAIL LIMIT,SELL,0.73,0,9.23,,-4.62,True,GTC,,
GE,DU3053535,9691,,85,1.79769313486232E+308,LMT,BUY,0,11.88,12.88,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 7516≥+11.65, 7516≥+17559255,margin ≥+20
GBL,DU3053535,9696,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.62,0,16.77,,-8.38,True,GTC,,
GBDC,DU3053535,9697,,69,1.79769313486232E+308,LMT,BUY,0,14.69,15.69,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 74244456≥+14.4, 74244456≥+166164,margin ≥+20
GBL,DU3053535,9694,,54,1.79769313486232E+308,LMT,BUY,0,18.76,19.76,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6607951≥+18.4, 6607951≥+24491,margin ≥+20
GBL,DU3053535,9695,,54,1.79769313486232E+308,LMT,SELL,0,23.27,24.27,,1.79769313486232E+308,True,GTC,,
FRO,DU3053535,9719,,141,1.79769313486232E+308,LMT,SELL,0,8.69,9.69,,1.79769313486232E+308,True,GTC,,
FRO,DU3053535,9720,,141,1.79769313486232E+308,TRAIL LIMIT,SELL,0.55,0,6.5,,-3.25,True,GTC,,
FRTA,DU3053535,9717,,51,1.79769313486232E+308,TRAIL LIMIT,SELL,1.63,0,17.61,,-8.8,True,GTC,,
FRO,DU3053535,9718,,141,1.79769313486232E+308,LMT,BUY,0,7.19,8.19,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 220580491≥+7.05, 220580491≥+276600,margin ≥+20
FRBK,DU3053535,9723,,315,1.79769313486232E+308,TRAIL LIMIT,SELL,0.27,0,2.9,,-1.45,True,GTC,,
FPI,DU3053535,9724,,109,1.79769313486232E+308,LMT,BUY,0,9.32,10.32,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 148163094≥+9.14, 148163094≥+74818,margin ≥+20
FRBK,DU3053535,9721,,315,1.79769313486232E+308,LMT,BUY,0,3.23,4.23,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3655599≥+3.17, 3655599≥+843673,margin ≥+20
FRBK,DU3053535,9722,,315,1.79769313486232E+308,LMT,SELL,0,3.97,4.97,,1.79769313486232E+308,True,GTC,,
FSKR,DU3053535,9711,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.39,0,16.82,,-8.41,True,GTC,,
FSK,DU3053535,9712,,54,1.79769313486232E+308,LMT,BUY,0,18.74,19.74,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 426117794≥+18.37, 426117794≥+126655,margin ≥+20
FSKR,DU3053535,9709,,54,1.79769313486232E+308,LMT,BUY,0,18.56,19.56,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 427387280≥+18.2, 427387280≥+58418,margin ≥+20
FSKR,DU3053535,9710,,54,1.79769313486232E+308,LMT,SELL,0,22.36,23.36,,1.79769313486232E+308,True,GTC,,
FRTA,DU3053535,9715,,51,1.79769313486232E+308,LMT,BUY,0,19.63,20.63,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 252330400≥+19.24, 252330400≥+268582,margin ≥+20
FRTA,DU3053535,9716,,51,1.79769313486232E+308,LMT,SELL,0,24.14,25.14,,1.79769313486232E+308,True,GTC,,
FSK,DU3053535,9713,,54,1.79769313486232E+308,LMT,SELL,0,21.84,22.84,,1.79769313486232E+308,True,GTC,,
FSK,DU3053535,9714,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,17.22,,-8.61,True,GTC,,
GLDD,DU3053535,9668,,77,1.79769313486232E+308,LMT,SELL,0,15.22,16.22,,1.79769313486232E+308,True,GTC,,
GLDD,DU3053535,9669,,77,1.79769313486232E+308,TRAIL LIMIT,SELL,0.78,0,12.11,,-6.06,True,GTC,,
GLT,DU3053535,9666,,55,1.79769313486232E+308,TRAIL LIMIT,SELL,1,0,16.94,,-8.47,True,GTC,,
GLDD,DU3053535,9667,,77,1.79769313486232E+308,LMT,BUY,0,13.14,14.14,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 42309983≥+12.89, 42309983≥+97764,margin ≥+20
GIM,DU3053535,9672,,178,1.79769313486232E+308,TRAIL LIMIT,SELL,0.14,0,5.46,,-2.73,True,GTC,,
GILT,DU3053535,9673,,147,1.79769313486232E+308,LMT,BUY,0,6.93,7.93,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 269756≥+6.79, 269756≥+68855,margin ≥+20
GIM,DU3053535,9670,,178,1.79769313486232E+308,LMT,BUY,0,5.72,6.72,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 7613≥+5.6, 7613≥+144291,margin ≥+20
GIM,DU3053535,9671,,178,1.79769313486232E+308,LMT,SELL,0,6.02,7.02,,1.79769313486232E+308,True,GTC,,
GMRE,DU3053535,9660,,67,1.79769313486232E+308,TRAIL LIMIT,SELL,0.94,0,13.98,,-6.99,True,GTC,,
GLUU,DU3053535,9661,,96,1.79769313486232E+308,LMT,BUY,0,10.59,11.59,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 43502818≥+10.38, 43502818≥+491527,margin ≥+20
GMRE,DU3053535,9658,,67,1.79769313486232E+308,LMT,BUY,0,15.21,16.21,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 173803901≥+14.92, 173803901≥+147745,margin ≥+20
GMRE,DU3053535,9659,,67,1.79769313486232E+308,LMT,SELL,0,17.73,18.73,,1.79769313486232E+308,True,GTC,,
GLT,DU3053535,9664,,55,1.79769313486232E+308,LMT,BUY,0,18.3,19.3,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 448402321≥+17.94, 448402321≥+133945,margin ≥+20
GLT,DU3053535,9665,,55,1.79769313486232E+308,LMT,SELL,0,20.94,21.94,,1.79769313486232E+308,True,GTC,,
GLUU,DU3053535,9662,,96,1.79769313486232E+308,LMT,SELL,0,12.93,13.93,,1.79769313486232E+308,True,GTC,,
GLUU,DU3053535,9663,,96,1.79769313486232E+308,TRAIL LIMIT,SELL,0.85,0,9.53,,-4.77,True,GTC,,
GGAL,DU3053535,9684,,104,1.79769313486232E+308,TRAIL LIMIT,SELL,0.82,0,8.77,,-4.38,True,GTC,,
GFI,DU3053535,9685,,97,1.79769313486232E+308,LMT,BUY,0,10.44,11.44,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6857605≥+10.24, 6857605≥+1147745,margin ≥+20
GGAL,DU3053535,9682,,104,1.79769313486232E+308,LMT,BUY,0,9.78,10.78,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 9789076≥+9.59, 9789076≥+45327,margin ≥+20
GGAL,DU3053535,9683,,104,1.79769313486232E+308,LMT,SELL,0,12.04,13.04,,1.79769313486232E+308,True,GTC,,
GEO,DU3053535,9688,,100,1.79769313486232E+308,LMT,BUY,0,10.16,11.16,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 158655765≥+9.96, 158655765≥+641855,margin ≥+20
GEO,DU3053535,9689,,100,1.79769313486232E+308,LMT,SELL,0,12.14,13.14,,1.79769313486232E+308,True,GTC,,
GFI,DU3053535,9686,,97,1.79769313486232E+308,LMT,SELL,0,12.98,13.98,,1.79769313486232E+308,True,GTC,,
GFI,DU3053535,9687,,97,1.79769313486232E+308,TRAIL LIMIT,SELL,0.91,0,9.33,,-4.67,True,GTC,,
GHLD,DU3053535,9676,,56,1.79769313486232E+308,LMT,BUY,0,18.09,19.09,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 451304676≥+17.74, 451304676≥+55455,margin ≥+20
GHLD,DU3053535,9677,,56,1.79769313486232E+308,LMT,SELL,0,22.77,23.77,,1.79769313486232E+308,True,GTC,,
GILT,DU3053535,9674,,147,1.79769313486232E+308,LMT,SELL,0,8.55,9.55,,1.79769313486232E+308,True,GTC,,
GILT,DU3053535,9675,,147,1.79769313486232E+308,TRAIL LIMIT,SELL,0.59,0,6.21,,-3.11,True,GTC,,
GGB,DU3053535,9680,,197,1.79769313486232E+308,LMT,SELL,0,6.21,7.21,,1.79769313486232E+308,True,GTC,,
GGB,DU3053535,9681,,197,1.79769313486232E+308,TRAIL LIMIT,SELL,0.39,0,4.67,,-2.34,True,GTC,,
GHLD,DU3053535,9678,,56,1.79769313486232E+308,TRAIL LIMIT,SELL,1.68,0,16.06,,-8.03,True,GTC,,
GGB,DU3053535,9679,,197,1.79769313486232E+308,LMT,BUY,0,5.15,6.15,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6607990≥+5.05, 6607990≥+251200,margin ≥+20
GRFS,DU3053535,9636,,50,1.79769313486232E+308,TRAIL LIMIT,SELL,0.84,0,18.99,,-9.5,True,GTC,,
GPMT,DU3053535,9637,,90,1.79769313486232E+308,LMT,BUY,0,11.29,12.29,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 280540825≥+11.07, 280540825≥+350745,margin ≥+20
GRFS,DU3053535,9634,,50,1.79769313486232E+308,LMT,BUY,0,20.23,21.23,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 110753297≥+19.83, 110753297≥+146636,margin ≥+20
GRFS,DU3053535,9635,,50,1.79769313486232E+308,LMT,SELL,0,22.36,23.36,,1.79769313486232E+308,True,GTC,,
GPK,DU3053535,9640,,57,1.79769313486232E+308,LMT,BUY,0,17.59,18.59,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 49476732≥+17.25, 49476732≥+817091,margin ≥+20
GPK,DU3053535,9641,,57,1.79769313486232E+308,LMT,SELL,0,19.36,20.36,,1.79769313486232E+308,True,GTC,,
GPMT,DU3053535,9638,,90,1.79769313486232E+308,LMT,SELL,0,14.05,15.05,,1.79769313486232E+308,True,GTC,,
GPMT,DU3053535,9639,,90,1.79769313486232E+308,TRAIL LIMIT,SELL,0.99,0,10.08,,-5.04,True,GTC,,
GSAH,DU3053535,9628,,87,1.79769313486232E+308,LMT,BUY,0,11.6,12.6,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 439893979≥+11.37, 439893979≥+116345,margin ≥+20
GSAH,DU3053535,9629,,87,1.79769313486232E+308,LMT,SELL,0,13.36,14.36,,1.79769313486232E+308,True,GTC,,
GSBD,DU3053535,9626,,50,1.79769313486232E+308,LMT,SELL,0,22.59,23.59,,1.79769313486232E+308,True,GTC,,
GSBD,DU3053535,9627,,50,1.79769313486232E+308,TRAIL LIMIT,SELL,0.87,0,19.12,,-9.56,True,GTC,,
GRSV,DU3053535,9632,,91,1.79769313486232E+308,LMT,SELL,0,12.68,13.68,,1.79769313486232E+308,True,GTC,,
GRSV,DU3053535,9633,,91,1.79769313486232E+308,TRAIL LIMIT,SELL,0.56,0,10.42,,-5.21,True,GTC,,
GSAH,DU3053535,9630,,87,1.79769313486232E+308,TRAIL LIMIT,SELL,0.66,0,10.71,,-5.36,True,GTC,,
GRSV,DU3053535,9631,,91,1.79769313486232E+308,LMT,BUY,0,11.21,12.21,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 447759939≥+10.99, 447759939≥+21236,margin ≥+20
GNRS,DU3053535,9652,,93,1.79769313486232E+308,LMT,BUY,0,10.87,11.87,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 421393603≥+10.66, 421393603≥+20436,margin ≥+20
GNRS,DU3053535,9653,,93,1.79769313486232E+308,LMT,SELL,0,12.41,13.41,,1.79769313486232E+308,True,GTC,,
GOAC,DU3053535,9650,,97,1.79769313486232E+308,LMT,SELL,0,10.96,11.96,,1.79769313486232E+308,True,GTC,,
GOAC,DU3053535,9651,,97,1.79769313486232E+308,TRAIL LIMIT,SELL,0.22,0,10.08,,-5.04,True,GTC,,
GNL,DU3053535,9656,,55,1.79769313486232E+308,LMT,SELL,0,21.01,22.01,,1.79769313486232E+308,True,GTC,,
GNL,DU3053535,9657,,55,1.79769313486232E+308,TRAIL LIMIT,SELL,0.97,0,17.13,,-8.57,True,GTC,,
GNRS,DU3053535,9654,,93,1.79769313486232E+308,TRAIL LIMIT,SELL,0.58,0,10.07,,-5.03,True,GTC,,
GNL,DU3053535,9655,,55,1.79769313486232E+308,LMT,BUY,0,18.46,19.46,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 265852072≥+18.1, 265852072≥+319255,margin ≥+20
GOOD,DU3053535,9644,,52,1.79769313486232E+308,LMT,SELL,0,21.37,22.37,,1.79769313486232E+308,True,GTC,,
GOOD,DU3053535,9645,,52,1.79769313486232E+308,TRAIL LIMIT,SELL,0.8,0,18.18,,-9.09,True,GTC,,
GPK,DU3053535,9642,,57,1.79769313486232E+308,TRAIL LIMIT,SELL,0.7,0,16.54,,-8.27,True,GTC,,
GOOD,DU3053535,9643,,52,1.79769313486232E+308,LMT,BUY,0,19.36,20.36,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 21521399≥+18.98, 21521399≥+88745,margin ≥+20
GOGL,DU3053535,9648,,200,1.79769313486232E+308,TRAIL LIMIT,SELL,0.36,0,4.63,,-2.31,True,GTC,,
GOAC,DU3053535,9649,,97,1.79769313486232E+308,LMT,BUY,0,10.51,11.51,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 445554163≥+10.3, 445554163≥+75582,margin ≥+20
GOGL,DU3053535,9646,,200,1.79769313486232E+308,LMT,BUY,0,5.1,6.1,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 241803610≥+5, 241803610≥+45091,margin ≥+20
GOGL,DU3053535,9647,,200,1.79769313486232E+308,LMT,SELL,0,6.09,7.09,,1.79769313486232E+308,True,GTC,,
HAFC,DU3053535,9604,,82,1.79769313486232E+308,LMT,BUY,0,12.44,13.44,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 98801727≥+12.19, 98801727≥+178491,margin ≥+20
HAFC,DU3053535,9605,,82,1.79769313486232E+308,LMT,SELL,0,14.78,15.78,,1.79769313486232E+308,True,GTC,,
HAL,DU3053535,9602,,46,1.79769313486232E+308,LMT,SELL,0,26.83,27.83,,1.79769313486232E+308,True,GTC,,
HAL,DU3053535,9603,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.82,0,19.54,,-9.77,True,GTC,,
GXGX,DU3053535,9608,,79,1.79769313486232E+308,LMT,SELL,0,15.96,16.96,,1.79769313486232E+308,True,GTC,,
GXGX,DU3053535,9609,,79,1.79769313486232E+308,TRAIL LIMIT,SELL,1.1,0,11.54,,-5.77,True,GTC,,
HAFC,DU3053535,9606,,82,1.79769313486232E+308,TRAIL LIMIT,SELL,0.86,0,11.33,,-5.67,True,GTC,,
GXGX,DU3053535,9607,,79,1.79769313486232E+308,LMT,BUY,0,12.9,13.9,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 374627699≥+12.65, 374627699≥+66927,margin ≥+20
HBI,DU3053535,9596,,65,1.79769313486232E+308,LMT,SELL,0,18.26,19.26,,1.79769313486232E+308,True,GTC,,
HBI,DU3053535,9597,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,1,0,14.25,,-7.12,True,GTC,,
HEP,DU3053535,9594,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,1.23,0,14.07,,-7.03,True,GTC,,
HBI,DU3053535,9595,,65,1.79769313486232E+308,LMT,BUY,0,15.56,16.56,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 40369429≥+15.25, 40369429≥+1269509,margin ≥+20
HBAN,DU3053535,9600,,74,1.79769313486232E+308,TRAIL LIMIT,SELL,0.92,0,12.47,,-6.24,True,GTC,,
HAL,DU3053535,9601,,46,1.79769313486232E+308,LMT,BUY,0,21.79,22.79,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 7890≥+21.36, 7890≥+2525073,margin ≥+20
HBAN,DU3053535,9598,,74,1.79769313486232E+308,LMT,BUY,0,13.66,14.66,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 270018≥+13.39, 270018≥+3711709,margin ≥+20
HBAN,DU3053535,9599,,74,1.79769313486232E+308,LMT,SELL,0,16.15,17.15,,1.79769313486232E+308,True,GTC,,
GTES,DU3053535,9620,,71,1.79769313486232E+308,LMT,SELL,0,16.19,17.19,,1.79769313486232E+308,True,GTC,,
GTES,DU3053535,9621,,71,1.79769313486232E+308,TRAIL LIMIT,SELL,0.76,0,13.16,,-6.58,True,GTC,,
GTN,DU3053535,9618,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.24,0,17.63,,-8.82,True,GTC,,
GTES,DU3053535,9619,,71,1.79769313486232E+308,LMT,BUY,0,14.19,15.19,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 304032101≥+13.92, 304032101≥+54600,margin ≥+20
GSS,DU3053535,9624,,238,1.79769313486232E+308,TRAIL LIMIT,SELL,0.37,0,3.83,,-1.92,True,GTC,,
GSBD,DU3053535,9625,,50,1.79769313486232E+308,LMT,BUY,0,20.39,21.39,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 187184161≥+19.99, 187184161≥+167091,margin ≥+20
GSS,DU3053535,9622,,238,1.79769313486232E+308,LMT,BUY,0,4.28,5.28,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 337884801≥+4.2, 337884801≥+50055,margin ≥+20
GSS,DU3053535,9623,,238,1.79769313486232E+308,LMT,SELL,0,5.31,6.31,,1.79769313486232E+308,True,GTC,,
GWB,DU3053535,9612,,45,1.79769313486232E+308,TRAIL LIMIT,SELL,2.02,0,19.84,,-9.92,True,GTC,,
GV,DU3053535,9613,,140,1.79769313486232E+308,LMT,BUY,0,7.24,8.24,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 754921≥+7.1, 754921≥+21745,margin ≥+20
GWB,DU3053535,9610,,45,1.79769313486232E+308,LMT,BUY,0,22.3,23.3,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 170187204≥+21.86, 170187204≥+341418,margin ≥+20
GWB,DU3053535,9611,,45,1.79769313486232E+308,LMT,SELL,0,27.93,28.93,,1.79769313486232E+308,True,GTC,,
GTN,DU3053535,9616,,53,1.79769313486232E+308,LMT,BUY,0,19.24,20.24,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 2585360≥+18.87, 2585360≥+236000,margin ≥+20
GTN,DU3053535,9617,,53,1.79769313486232E+308,LMT,SELL,0,22.58,23.58,,1.79769313486232E+308,True,GTC,,
GV,DU3053535,9614,,140,1.79769313486232E+308,LMT,SELL,0,7.48,8.48,,1.79769313486232E+308,True,GTC,,
GV,DU3053535,9615,,140,1.79769313486232E+308,TRAIL LIMIT,SELL,0.12,0,6.98,,-3.49,True,GTC,,
HOPE,DU3053535,9572,,86,1.79769313486232E+308,LMT,SELL,0,14.09,15.09,,1.79769313486232E+308,True,GTC,,
HOPE,DU3053535,9573,,86,1.79769313486232E+308,TRAIL LIMIT,SELL,0.85,0,10.69,,-5.35,True,GTC,,
HPE,DU3053535,9570,,78,1.79769313486232E+308,TRAIL LIMIT,SELL,0.75,0,11.92,,-5.96,True,GTC,,
HOPE,DU3053535,9571,,86,1.79769313486232E+308,LMT,BUY,0,11.77,12.77,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 242560767≥+11.54, 242560767≥+464836,margin ≥+20
HONE,DU3053535,9576,,88,1.79769313486232E+308,TRAIL LIMIT,SELL,0.56,0,10.78,,-5.39,True,GTC,,
HOMB,DU3053535,9577,,48,1.79769313486232E+308,LMT,BUY,0,21.01,22.01,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 39592395≥+20.6, 39592395≥+373091,margin ≥+20
HONE,DU3053535,9574,,88,1.79769313486232E+308,LMT,BUY,0,11.57,12.57,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 379034088≥+11.34, 379034088≥+124527,margin ≥+20
HONE,DU3053535,9575,,88,1.79769313486232E+308,LMT,SELL,0,13.01,14.01,,1.79769313486232E+308,True,GTC,,
HRTG,DU3053535,9564,,91,1.79769313486232E+308,TRAIL LIMIT,SELL,0.94,0,9.98,,-4.99,True,GTC,,
